sentence_number,sentence,word,surprisal_score,target_phrase
35,My toddler unfornately likes to grab and pull hair from our dog., grab,4.6259184,context
35,My toddler unfornately likes to grab and pull hair from our dog., and,2.5630858,preverb
35,My toddler unfornately likes to grab and pull hair from our dog., pull,1.4190522,verb
35,My toddler unfornately likes to grab and pull hair from our dog., hair,3.0747383,noun
35,My toddler unfornately likes to grab and pull hair from our dog., from,4.73542,context
35,My toddler unfornately likes to grab and pull hair from our dog., our,3.125032,context
35,My toddler unfornately likes to grab and pull hair from our dog., dog,0.95408,context
35,My toddler unfornately likes to grab and pull hair from our dog.,.,0.67760384,context
36,The seamstress tied strings into a nice bow., seam,13.362841,context
36,The seamstress tied strings into a nice bow.,stress,2.3075078,context
36,The seamstress tied strings into a nice bow., tied,8.735549,verb
36,The seamstress tied strings into a nice bow., strings,7.6468353,noun
36,The seamstress tied strings into a nice bow., into,3.8773437,context
36,The seamstress tied strings into a nice bow., a,1.3237482,context
36,The seamstress tied strings into a nice bow., nice,6.79137,context
36,The seamstress tied strings into a nice bow., bow,0.13323092,context
36,The seamstress tied strings into a nice bow.,.,1.4354523,context
37,It sounded like Mom means business with her renovation project., sounded,9.27968,context
37,It sounded like Mom means business with her renovation project., like,0.80781084,context
37,It sounded like Mom means business with her renovation project., Mom,10.037677,preverb
37,It sounded like Mom means business with her renovation project., means,11.2777,verb
37,It sounded like Mom means business with her renovation project., business,3.004744,noun
37,It sounded like Mom means business with her renovation project., with,4.6318655,context
37,It sounded like Mom means business with her renovation project., her,1.8390919,context
37,It sounded like Mom means business with her renovation project., renovation,9.861393,context
37,It sounded like Mom means business with her renovation project., project,2.7458882,context
37,It sounded like Mom means business with her renovation project.,.,0.6538448,context
38,This necklace means nothing to me., necklace,11.627598,preverb
38,This necklace means nothing to me., means,7.3348894,verb
38,This necklace means nothing to me., nothing,6.0337358,noun
38,This necklace means nothing to me., to,0.51540774,context
38,This necklace means nothing to me., me,0.28462857,context
38,This necklace means nothing to me.,.,0.76372796,context
39,The company is afraid it will lose business by being too political., company,5.6063385,context
39,The company is afraid it will lose business by being too political., is,2.3023787,context
39,The company is afraid it will lose business by being too political., afraid,9.9304085,context
39,The company is afraid it will lose business by being too political., it,4.380346,context
39,The company is afraid it will lose business by being too political., will,0.60124665,preverb
39,The company is afraid it will lose business by being too political., lose,1.1943433,verb
39,The company is afraid it will lose business by being too political., business,3.4738386,noun
39,The company is afraid it will lose business by being too political., by,3.6530015,context
39,The company is afraid it will lose business by being too political., being,3.423971,context
39,The company is afraid it will lose business by being too political., too,1.9916635,context
39,The company is afraid it will lose business by being too political., political,4.789576,context
39,The company is afraid it will lose business by being too political.,.,0.8768905,context
40,The fox quickly turned tail after seing the hunter., fox,11.648476,context
40,The fox quickly turned tail after seing the hunter., quickly,5.6924076,preverb
40,The fox quickly turned tail after seing the hunter., turned,4.051112,verb
40,The fox quickly turned tail after seing the hunter., tail,3.7700636,noun
40,The fox quickly turned tail after seing the hunter., after,5.778395,context
40,The fox quickly turned tail after seing the hunter., se,10.37794,context
40,The fox quickly turned tail after seing the hunter.,ing,0.45248017,context
40,The fox quickly turned tail after seing the hunter., the,0.3529912,context
40,The fox quickly turned tail after seing the hunter., hunter,2.5743165,context
40,The fox quickly turned tail after seing the hunter.,.,2.0662136,context
41,Movie theaters turn chairs towards the screen., theaters,8.873195,preverb
41,Movie theaters turn chairs towards the screen., turn,8.060584,verb
41,Movie theaters turn chairs towards the screen., chairs,8.509287,noun
41,Movie theaters turn chairs towards the screen., towards,6.3152933,context
41,Movie theaters turn chairs towards the screen., the,0.45489556,context
41,Movie theaters turn chairs towards the screen., screen,0.5736562,context
41,Movie theaters turn chairs towards the screen.,.,2.6257765,context
42,"For this game, we have to pin tails on a donkey.",For,8.539135,context
42,"For this game, we have to pin tails on a donkey.", this,4.5161247,context
42,"For this game, we have to pin tails on a donkey.", game,4.6599717,context
42,"For this game, we have to pin tails on a donkey.",",",0.84935933,context
42,"For this game, we have to pin tails on a donkey.", we,1.0369685,context
42,"For this game, we have to pin tails on a donkey.", have,2.3007822,context
42,"For this game, we have to pin tails on a donkey.", to,0.8504856,preverb
42,"For this game, we have to pin tails on a donkey.", pin,11.533777,verb
42,"For this game, we have to pin tails on a donkey.", tails,10.176682,noun
42,"For this game, we have to pin tails on a donkey.", on,0.11036711,context
42,"For this game, we have to pin tails on a donkey.", a,0.9427369,context
42,"For this game, we have to pin tails on a donkey.", donkey,0.08992496,context
42,"For this game, we have to pin tails on a donkey.",.,1.6468155,context
43,Don't rock the boat without my permission.,'t,0.8531925,context
43,Don't rock the boat without my permission., rock,9.594913,verb
43,Don't rock the boat without my permission., the,0.30726779,context
43,Don't rock the boat without my permission., boat,0.13877295,noun
43,Don't rock the boat without my permission., without,8.603135,context
43,Don't rock the boat without my permission., my,4.114223,context
43,Don't rock the boat without my permission., permission,0.52303797,context
43,Don't rock the boat without my permission.,.,1.7324332,context
44,This dad likes to rock his child to sleep., dad,12.751263,context
44,This dad likes to rock his child to sleep., likes,5.80896,context
44,This dad likes to rock his child to sleep., to,0.300004,preverb
44,This dad likes to rock his child to sleep., rock,5.735577,verb
44,This dad likes to rock his child to sleep., his,3.1250372,context
